name,ean,category,subcategory,price_gross,price_net,price_tax
"Mentos Fruit Chewy Dragees 37,5g",87317763,Snoep & Chips,Kauwgom & Mints,0.59,0.54,0.05
Mentos Gum Breeze Mint 42 st 63g,80739395,Snoep & Chips,Kauwgom & Mints,2.39,2.19,0.2
Mentos Gum Breeze Mint Pot 100 st 150g,80739456,Snoep & Chips,Kauwgom & Mints,4.69,4.3,0.39
Mentos Gum Pure Fresh Wintergreen Pot 30 st 60g,80730798,Snoep & Chips,Kauwgom & Mints,2.49,2.28,0.21
Mentos Gum White Sweet Mint 40 st 60g,80723028,Snoep & Chips,Kauwgom & Mints,2.79,2.56,0.23
Mentos Mighty Mint Pot 100 st 100st,80739449,Snoep & Chips,Kauwgom & Mints,4.39,4.03,0.36
Mentos Rainbow ,87345292,Snoep & Chips,Kauwgom & Mints,0.59,0.54,0.05
Merci Finest Selection 250g,4014400901191,Snoep & Chips,Chocolade,3.79,3.48,0.31
Merci Finest Selection 400g,4014400900217,Snoep & Chips,Chocolade,6.99,6.41,0.58
"Metro Chef Diepvries Garnalen Gepeld, 58-66 st, maat 26/30 800g",4337182323105,Diepvries,Groenten & Fruit,10.99,10.08,0.91
Metro Chef Gedroogde kokosrasp extra fijn 500 gram,8711576270057,Bakken,Bak- & Kookingrediënten,5.49,5.04,0.45
Metro Chef Gedroogde Tomaten 340g,4337182126126,Fruit & Groente,Groenten in blik,1.59,1.46,0.13
Metro Chef Gerookte Schotse Zalm 200g,8711576256402,Vis,Gedroogde Vis,5.99,5.5,0.49
Metro Chef Kaneel 150g,4337182066781,"Olie, Sauzen & Specerijen",Kruiden,2.39,2.19,0.2
Metro Chef Meergranen Wraps 30cm 15st,4337182136156,"Pasta, Rijst & Granen",Granen,3.19,2.93,0.26
Metro Chef Parmigiano Reggiano rasp 100 gram,,Kaas,Harde kaas & Geraspte kaas,2.59,2.38,0.21
Metro Chef Pijnboompitten 75g,8711576275564,"Olie, Sauzen & Specerijen",Kruiden,4.49,4.12,0.37
Conimex Mie Brede Noedels 500g (China),8712566412044,"Pasta, Rijst & Granen",Mie & Noodles,1.69,1.55,0.14
Mijnboer Biologische Pastinaken 400g,8718868261359,Fruit & Groente,Verse Groenten,1.99,1.83,0.16
Mijn Boer Rode Bessen 125g,8710147620291,Fruit & Groente,Vers fruit,4.49,4.12,0.37
Milka Choc & Choc Cakejes 7 st 175g,7622210396334,Snoep & Chips,Koekjes,1.99,1.83,0.16
Milka Choco & Biscuit 300g,9012200872739,Snoep & Chips,Chocolade,2.99,2.74,0.25
Milka Chocolade Alpenmelk 270g,7622210693280,Snoep & Chips,Chocolade,2.99,2.74,0.25
Milka Chocolade Daim 100g,7622300370367,Snoep & Chips,Chocolade,1.29,1.18,0.11
Milka Choco Wafer 1st 30g,84198549,Snoep & Chips,Koekjes,0.39,0.36,0.03
Milka Choco Wafer Koek met Melk Chocolade 6 st 180g,7622300292508,Snoep & Chips,Koekjes,1.99,1.83,0.16
Milka Choco Wafer Koek met Witte Chocolade 6 st 180g,7622300344757,Snoep & Chips,Koekjes,1.99,1.83,0.16
Milka Oreo 100g,7622300631574,Snoep & Chips,Chocolade,0.99,0.91,0.08
Milka Sensations Chocovulling 182g,7622210402356,Snoep & Chips,Koekjes,1.99,1.83,0.16
Liga Milkbreak Duo Aardbei-Melk 1st,5410041190502,Snoep & Chips,Koekjes,0.59,0.54,0.05
Milky way Choco Spread 200g,3081100,Ontbijt,Zoet broodbeleg,2.99,2.74,0.25
Milky Way Twin 43g,5000159508230,Snoep & Chips,Chocolade,0.59,0.54,0.05
Milner 30+ Jong Gesneden 175g (Netherlands),8710912249412,Kaas,Plakken kaas,2.59,2.38,0.21
Milner 30+ Kaas Gerijpt Plakken 175g (Netherlands),8710912249436,Kaas,Plakken kaas,2.89,2.65,0.24
Milner Slankie Smeerkaas Naturel 20+ 150g,8710912012771,Kaas,Zachte kaas,1.69,1.55,0.14
Milner Smeerkaas 20+ Sambal 150g,8710912012313,Kaas,Zachte kaas,1.59,1.46,0.13
Hero Minder Zoet Jam Frambozen 295g,8713500011040,Ontbijt,Zoet broodbeleg,1.89,1.73,0.16
Mioorto Rucola 125g,8714745502973,Fruit & Groente,Salade,1.79,1.64,0.15
MISTER KITCHEN Pindakaas Honing & Chili 300g,8717662265150,Ontbijt,Zoet broodbeleg,2.99,2.74,0.25
Funcakes Mix voor Biscuit 1000g,8718274810486,Bakken,Bak- & Kookingrediënten,4.99,4.58,0.41
M&M'S Choco 400g,4011100005860,Snoep & Chips,Chocolade,3.99,3.66,0.33
M&M's Crispy 340g,5000159472142,Snoep & Chips,Chocolade,3.79,3.48,0.31
M&M'S Pinda 400g,4011100005884,Snoep & Chips,Chocolade,3.99,3.66,0.33
Mona Griesmeel Pudding met Saus Rode bes 450ml (Netherlands),87128246,Zuivel & Eieren,Desserts,1.99,1.83,0.16
"Monster Energy 0,5L",5060166690144,Drankjes,Energiedranken,1.29,1.18,0.11
"Monster Energy Mango Loco 0,5L",5060517889906,Drankjes,Energiedranken,1.39,1.28,0.11
"Monster Energy Ultra 0,5L",5060337500708,Drankjes,Energiedranken,1.19,1.09,0.1
"Monster Energy Violet 0,5L",5060639121403,Drankjes,Energiedranken,1.39,1.28,0.11
Ben & Jerry's Moo-phoria Chocolate Cookie Dough 465ml,8711327370913,Diepvries,Sundaes,5.79,5.31,0.48
Mora Oven & Airfryer Frikandellen 4st,8710861986710,Diepvries,Frites en snacks,1.99,1.83,0.16
Mora Oven & Airfryer Rundvlees Bitterballen 300gr,8710861995217,Diepvries,Frites en snacks,2.69,2.47,0.22
Calve Mosterd Squeeze 430ml (Netherlands),8712100326165,"Olie, Sauzen & Specerijen",Snacksauzen,1.99,1.83,0.16
Mozzarella 125g,4337182041078,Kaas,Mozzarella & Feta,0.89,0.82,0.07
Galbani Mozzarella Cucina Geraspte Kaas 150g,8000430137866,Kaas,Harde kaas & Geraspte kaas,2.59,2.38,0.21
Wasa Muesli Crunch Sensation 220g,7300400481632,Bakkerij,Crackers & beschuit,1.99,1.83,0.16
Dr. Oetker Muffins Naturel 350g,8710466304728,Bakken,Bak- & Kookingrediënten,2.49,2.28,0.21
De Ruijter Muisjes Blauw & Wit 280g,8710496002403,Ontbijt,Zoet broodbeleg,1.89,1.73,0.16
De Ruijter Muisjes Gestampte Anijs 230g,8710496002502,Ontbijt,Zoet broodbeleg,1.49,1.37,0.12
De Ruijter Muisjes Roze & Wit 280g,8710496002304,Ontbijt,Zoet broodbeleg,1.89,1.73,0.16
Multivitamine Rood Fruit 1L,8713300075259,Drankjes,Sap,1.49,1.37,0.12
Munt 70g,8716668000802,Fruit & Groente,Verse Kruiden,1.89,1.73,0.16
Mutti Bio Gepelde Tomaten 400g,8005110413544,Fruit & Groente,Groenten in blik,1.39,1.28,0.11
Mutti Bio Passata 570gr,8005110171710,Fruit & Groente,Groenten in blik,2.29,2.1,0.19
Mutti Bio Tomatenpulp in stukjes 400g,8005110413520,Fruit & Groente,Groenten in blik,1.39,1.28,0.11
Mutti Gepelde Tomaten 400g,8005110060007,Fruit & Groente,Groenten in blik,1.29,1.18,0.11
Mutti Passata Basilicum 700g,8005110191015,Fruit & Groente,Groenten in blik,1.99,1.83,0.16
Mutti Pizzasaus 400g,8005110551215,"Olie, Sauzen & Specerijen",Overige Sauzen,1.39,1.28,0.11
Mutti Tomaten Passata 400g,8005110630408,Fruit & Groente,Groenten in blik,1.29,1.18,0.11
Mutti Tomatenpulp Fijn 400g,80042556,Fruit & Groente,Groenten in blik,1.29,1.18,0.11
Patak's Naan Knoflook & Koriander Mini 240g,5011308301985,Bakkerij,Afbakbroodjes,1.99,1.83,0.16
Patak's Naan Naturel 240g,5011308301954,Bakkerij,Afbakbroodjes,1.99,1.83,0.16
Santa Maria Nacho Tortilla Chips 475g,7311310032128,Snoep & Chips,Tortilla & Nachos,2.49,2.28,0.21
Natural Tortilla wraps 25 cm 12st,1347122137214,Bakkerij,Wraps,2.09,1.92,0.17
NATURE VALLEY Crunchy & Choco 1st,8410076800510,Snoep & Chips,Mueslirepen & gezonde snacks,0.79,0.72,0.07
NATURE VALLEY Crunchy Haver & Honing 1st,16000502666,Snoep & Chips,Mueslirepen & gezonde snacks,0.79,0.72,0.07
NATURE VALLEY Proteine Gezouten Karamel 1st,8410076900319,Snoep & Chips,Mueslirepen & gezonde snacks,1.19,1.09,0.1
Burg Natuurazijn Wit 1L,8720500800000,"Olie, Sauzen & Specerijen",Olie & Azijn,0.99,0.91,0.08
Nescafé Dolce Gusto Caffe Lungo Intenso - 16 koffiecups,7613033590146,"Koffie, Thee & Cacao",Cups & Pads,4.29,3.94,0.35
Nescafé Dolce Gusto Cappuccino - 16 koffiecups,7613036306294,"Koffie, Thee & Cacao",Cups & Pads,3.99,3.66,0.33
Nescafé Dolce Gusto Espresso - 16 koffiecups,7613037929485,"Koffie, Thee & Cacao",Cups & Pads,4.49,4.12,0.37
Nescafé Dolce Gusto Lungo decafe - 16 koffiecups,9215329301016,"Koffie, Thee & Cacao",Cups & Pads,4.29,3.94,0.35
Nespresso Crème Brûlèe 10 st 10st,7630047680700,"Koffie, Thee & Cacao",Cups & Pads,6.99,6.41,0.58
Nespresso Lungo Tokyo Rivalto 10 st 10st,7630054493973,"Koffie, Thee & Cacao",Cups & Pads,5.99,5.5,0.49
Nespresso Pure Origin Indonesia 10 st 10st,7630039695040,"Koffie, Thee & Cacao",Cups & Pads,6.99,6.41,0.58
Nespresso Volluto 10st,7640140337272,"Koffie, Thee & Cacao",Cups & Pads,5.99,5.5,0.49
Nespresso Volluto Decaffeinato 1st,7630030322976,"Koffie, Thee & Cacao",Cups & Pads,5.99,5.5,0.49
Neuburg Chocolade Room 200g (Netherlands),40365671,Zuivel & Eieren,Desserts,0.49,0.45,0.04
Neuburg Vanille Room 200g (Netherlands),40365749,Zuivel & Eieren,Desserts,0.49,0.45,0.04
Nissin Cup Noodles 5 Spices Beef Aromatic Spicy Soup,8712429130207,Maaltijden en Gemak,Convenience,1.69,1.55,0.14
Nissin Cup Noodles Spiced Curry 67 gram,5997523313050,Maaltijden en Gemak,Convenience,1.69,1.55,0.14
Nivea Sun Protect & Dry Touch Invisible 50 Hoog Sun Spray 200 ml,4005900693419,Drogisterij & Cosmetica,Zonnecrème & Huid,19.99,18.34,1.65
"Nākd Notenreep met Fruit, Cashew Cookie 4 st 140g",5060088705063,Snoep & Chips,Mueslirepen & gezonde snacks,2.99,2.74,0.25
"Nākd Notenreep met Fruit, Cocoa Delight 4 st 140g",5060088705087,Snoep & Chips,Mueslirepen & gezonde snacks,2.99,2.74,0.25
"Nākd Notenreep met Fruit, Pecan Pie 4 st 140g",5060088705124,Snoep & Chips,Mueslirepen & gezonde snacks,2.99,2.74,0.25
Noorse gerookte zalm 200gram,8713456003274,Vis,Gedroogde Vis,4.49,4.12,0.37
Nutella 400g,3017620422003,Ontbijt,Zoet broodbeleg,3.19,2.93,0.26
Nutella B-Ready 44g,8000500264850,Snoep & Chips,Koekjes,0.99,0.91,0.08
Nutrilon Dreumesmelk 12+ Maanden (Standaard 4) 800g,8712400110044,Baby,Babyvoeding,14.99,13.75,1.24
Nutrilon Nutrition 135g,8712400505482,Baby,Babyvoeding,5.99,5.5,0.49
Nutrilon Opvolg Melk 10+ Maanden (Standaard 3) 800g,8712400117678,Baby,Babyvoeding,14.99,13.75,1.24
Nutrilon Opvolg Melk 6+ Maanden (Standaard 2) 800g,8712400117661,Baby,Babyvoeding,14.99,13.75,1.24
Nutrilon Peuterplus Melk 36+ Maanden (Standaard 6) 400g,8712400111119,Baby,Babyvoeding,7.99,7.33,0.66
Nutrilon Volledige zuigelingenvoeding 0+ Maanden (Standaard 1) 800g,8712400117654,Baby,Babyvoeding,14.99,13.75,1.24
Oatly Haver Calcium,7394376616129,Zuivel & Eieren,Plantaardig,1.99,1.83,0.16
Oatly Haver Cuisine Bio,7394376615931,Zuivel & Eieren,Room,1.29,1.18,0.11
Oatly Haver Kakao,7394376616136,Zuivel & Eieren,Plantaardig,2.09,1.92,0.17
Oatly Haverspread Naturel,7394376616617,Zuivel & Eieren,Plantaardig,1.99,1.83,0.16
Oatly The Original Haver Barista 1L,27394376616505,Zuivel & Eieren,Plantaardig,2.59,2.38,0.21
o.b. Original Normal Tampons 16 st 16st,8715900171041,Drogisterij & Cosmetica,Persoonlijke hygiene,2.19,2.01,0.18
o.b. Original Super Tampons 16 st 16st,8715900172031,Drogisterij & Cosmetica,Persoonlijke hygiene,2.29,2.1,0.19
o.b. ProComfort Mini Tampons 32 st 32st,3574661420004,Drogisterij & Cosmetica,Persoonlijke hygiene,3.49,3.2,0.29
o.b. ProComfort Night Normal Tampons 16 st 16st,3574660689563,Drogisterij & Cosmetica,Persoonlijke hygiene,3.59,3.29,0.3
OER-fruit Appel Kanzi 1st,,Fruit & Groente,Vers fruit,0.39,0.36,0.03
Ola Calippo Bubble Gum 1st.,8712100488863,Diepvries,Sundaes,0.89,0.82,0.07
Ola Magnum Amandel 120ml,8000920500224,Diepvries,Sundaes,1.79,1.64,0.15
Ola Magnum Classic per stuk,8000920500200,Diepvries,Sundaes,1.79,1.64,0.15
Ola Magnum White 120ml,8000920500217,Diepvries,Sundaes,1.79,1.64,0.15
Ola Raket Ijs 1st.,8712100340666,Diepvries,Sundaes,0.59,0.54,0.05
Ola Split 67ml,8722700627821,Diepvries,Sundaes,0.59,0.54,0.05
Old Amsterdam 48+ Gesneden 12 plakken 400g (Netherlands),8710243952968,Kaas,Plakken kaas,7.99,7.33,0.66
Old Amsterdam 48+ Plakken 225g (Netherlands),8710243964213,Kaas,Plakken kaas,3.99,3.66,0.33
Old Amsterdam 48+ Stuk 450g (Netherlands),8710243960741,Kaas,Plakken kaas,6.99,6.41,0.58
Old Amsterdam Crème Classic 125g,8710243962400,Kaas,Roomkaas,1.99,1.83,0.16
Old Amsterdam Original Geraspte Kaas 48+ 150g (Netherlands),8710243907722,Kaas,Harde kaas & Geraspte kaas,2.99,2.74,0.25
Old Amsterdam Voorgesneden Borrelblokjes Kaas 48+ 170g,8710243907142,Kaas,Plakken kaas,2.99,2.74,0.25
Bertolli Olijfolie Extra Vergine Olio Di Oliva Originale 1L,8041790200197,"Olie, Sauzen & Specerijen",Olie & Azijn,7.99,7.33,0.66
Bertolli Olijfolie Olio Di Oliva Classico 1L,8041790200111,"Olie, Sauzen & Specerijen",Olie & Azijn,7.99,7.33,0.66
Calve Olijven Mayonaise Pot 500ml (Netherlands),8714100905975,"Olie, Sauzen & Specerijen",Snacksauzen,2.99,2.74,0.25
Olvarit Acht Granen 12+ Maanden 200g,3041091579225,Baby,Babyvoeding,1.99,1.83,0.16
Olvarit Appel Banaan 6+ Maanden 90g,5900852045837,Baby,Babyvoeding,5.09,4.67,0.42
Olvarit Appel Mango Banaan 4+ Maanden 125g,8591119002051,Baby,Babyvoeding,1.09,1.0,0.09
Olvarit Appel Peer Framboos 12+ Maanden 200g,8591119001948,Baby,Babyvoeding,1.49,1.37,0.12
Olvarit Banaan Appel Kiwi Aardbei 12+ Maanden 4 st à 90g,5900852045813,Baby,Babyvoeding,5.09,4.67,0.42
Olvarit Bio Groentemix Rundvlees Aardappel 6+ Maanden 200g,5900852043475,Baby,Babyvoeding,1.49,1.37,0.12
Olvarit Bio Pastinaak 4+ Maanden 125g,5900852043444,Baby,Babyvoeding,1.19,1.09,0.1
Olvarit Bio Tomaat Pastinaak Kalfsvlees Rijst 8+ Maanden 200g,5900852043499,Baby,Babyvoeding,1.49,1.37,0.12
Olvarit Bio Wortel Rundvlees Aardappel 8+ Maanden 200g,5900852043482,Baby,Babyvoeding,1.49,1.37,0.12
Olvarit Bio Zoete Aardappel Broccoli 4+ Maanden 125g,5900852043451,Baby,Babyvoeding,1.19,1.09,0.1
Olvarit Bruine Bonen Appel Rundvlees Aardappel 15+ Maanden 250g,5900852926730,Baby,Babyvoeding,1.59,1.46,0.13
Olvarit Fijne Granen 6+ Maanden 200g,3041091579270,Baby,Babyvoeding,1.99,1.83,0.16
Olvarit Licht Volkoren 8+ Maanden 200g,3041091579256,Baby,Babyvoeding,1.99,1.83,0.16
Olvarit Pompoen Kip Pasta 12+ Maanden 250g,5900852926655,Baby,Babyvoeding,1.79,1.64,0.15
Olvarit Rijstebloem 4+ Maanden 180g,3041091579324,Baby,Babyvoeding,2.39,2.19,0.2
Olvarit Rijstebloem 4+ Maanden 200g,3041091579096,Baby,Babyvoeding,2.19,2.01,0.18
Olvarit Risotto Doperwten Kalkoen 18+ Maanden 250g,5900852044601,Baby,Babyvoeding,1.59,1.46,0.13
Olvarit Spaghetti Bolognese 15+ Maanden 250g,5900852926440,Baby,Babyvoeding,1.59,1.46,0.13
Olvarit Spaghetti Tomaat Ham 18+ Maanden 250g,5900852044618,Baby,Babyvoeding,1.69,1.55,0.14
Bambix Tarwespelt Rood Fruit 12+ Maanden 200g,3041091579218,Baby,Babyvoeding,2.19,2.01,0.18
OLV Biologische Olijfolie 500g,,"Olie, Sauzen & Specerijen",Olie & Azijn,2.49,2.28,0.21
Maggi Opkikker Drinkbouillon Kip 7 st 28g,7613036656658,"Olie, Sauzen & Specerijen",Bouillion,1.29,1.18,0.11
Optimel Drinkyoghurt Aardbei & Kers 1L (Netherlands),8712800035640,Zuivel & Eieren,Melkdranken,1.39,1.28,0.11
Optimel Drinkyoghurt Framboos 1L (Netherlands),8712800035626,Zuivel & Eieren,Melkdranken,1.39,1.28,0.11
Optimel Drinkyoghurt Limoen 1L (Netherlands),8712800035633,Zuivel & Eieren,Melkdranken,1.39,1.28,0.11
Optimel Drinkyoghurt Mango & Passievrucht 1L (Netherlands),8712800035657,Zuivel & Eieren,Melkdranken,1.39,1.28,0.11
Optimel Yoghurt Aardbei 1L (Netherlands),8712800024354,Zuivel & Eieren,Kwark & Yoghurt,1.69,1.55,0.14
Optimel Yoghurt Bosvruchten 1L (Netherlands),8712800024347,Zuivel & Eieren,Kwark & Yoghurt,1.79,1.64,0.15
Optimel Yoghurt Vanille 1L (Netherlands),8712800024330,Zuivel & Eieren,Kwark & Yoghurt,1.49,1.37,0.12
"Orangina 0,33L",5410221305436,Drankjes,Frisdranken,0.99,0.91,0.08
Oregano Vers Verpakt 70g,8716668136617,Fruit & Groente,Verse Kruiden,1.79,1.64,0.15
Oreo Choc'o Brownie Koekjes 14st 154g,7622210781727,Snoep & Chips,Koekjes,1.29,1.18,0.11
Oreo Classic 10 st 220g,7622210021502,Snoep & Chips,Koekjes,1.79,1.64,0.15
Oreo Witte Chocolade 6st 246g,7622300489427,Snoep & Chips,Koekjes,2.29,2.1,0.19
RAW Organic Food Hennepolie Koudgeperst 250ml,8718546996481,"Olie, Sauzen & Specerijen",Olie & Azijn,5.39,4.94,0.45
RAW Organic Food Kokos Olie Koudgeperst 400g,8718546996245,"Olie, Sauzen & Specerijen",Olie & Azijn,6.49,5.95,0.54
RAW Organic Food Lijnzaadolie 250ml,8718546997198,"Olie, Sauzen & Specerijen",Olie & Azijn,2.99,2.74,0.25
"Organix 6+ Appel, Aardbei & Bosbes 100g",8713500012160,Baby,Babyvoeding,1.29,1.18,0.11
Organix 6+ Peer & Framboos 100g,8713500012177,Baby,Babyvoeding,1.29,1.18,0.11
Organix Baby Groentestokjes 15g,5024121319129,Baby,Babyvoeding,0.99,0.91,0.08
Organix Baby Rijstwafel Appel 50g,8718285800070,Baby,Babyvoeding,1.49,1.37,0.12
Organix Baby Vruchtenhapje Aardbei Quinoa 90g,8713500011880,Baby,Babyvoeding,1.49,1.37,0.12
Organix Baby Vruchtenhapje Appel & Perzik 90g,8713500011873,Baby,Babyvoeding,1.49,1.37,0.12
Organix Baby Vruchtenhapje Mango & Peer 10,8713500011538,Baby,Babyvoeding,1.49,1.37,0.12
Organix Beestenboel Koek 100g,8718285800018,Baby,Babyvoeding,2.89,2.65,0.24
Organix Kaas & Ui Drakenklauwen 4 st 120g,8713500080879,Baby,Babyvoeding,2.69,2.47,0.22
Organix Worteltjes 60g,8718285800117,Baby,Babyvoeding,2.79,2.56,0.23
Original Wagner Sensazione Tonno 340g,7613036432955,Maaltijden en Gemak,Diepvries Pizza,2.99,2.74,0.25
Paddenstoelen Mix 300g,8719638292092,Fruit & Groente,,5.89,5.4,0.49
Paksoi Verpakt 1st,8715459223246,Fruit & Groente,Verse Groenten,1.29,1.18,0.11
Koopmans Pannenkoeken Bio Meergranen 400g,8710466301529,Bakken,Bakmixen,1.79,1.64,0.15
Koopmans Pannenkoeken Origineel 400g,8710466301222,Bakken,Bakmixen,1.29,1.18,0.11
Brinta Pap 500g,5410018401716,Ontbijt,Cornflakes & Granen,1.59,1.46,0.13
Paprika Geel 1st,,Fruit & Groente,Verse Groenten,0.89,0.82,0.07
Paprika Mix 500g,8716668147200,Fruit & Groente,Verse Groenten,1.79,1.64,0.15
Paprika Rood 1 st,,Fruit & Groente,Verse Groenten,0.79,0.72,0.07
Paprika Snack 150gr Shaker,8716668085328,Fruit & Groente,Verse Groenten,1.89,1.73,0.16
Parmigiano Reggiano Vlokken 100g,4337182076353,Kaas,Harde kaas & Geraspte kaas,2.99,2.74,0.25
Calve Party Barbecue Saus 320ml (Netherlands),8712566383795,"Olie, Sauzen & Specerijen",Snacksauzen,1.99,1.83,0.16
Pasta Pesto Walnoot,8718555310476,Maaltijden en Gemak,Maaltijden,5.99,5.5,0.49
Pastinaken 1st,,Fruit & Groente,Verse Groenten,0.55,0.5,0.05
Peijnenburg Ontbijtkoek Gember Ongesneden 465g (Netherlands),8710397041693,Bakkerij,Crackers & beschuit,1.99,1.83,0.16
Peijnenburg Ontbijtkoek Naturel Portieverpakking 12st (Netherlands),8710397071560,Bakkerij,Crackers & beschuit,2.29,2.1,0.19
Peijnenburg Ontbijtkoek Original Gesneden 485g (Netherlands),8710397341557,Bakkerij,Crackers & beschuit,1.99,1.83,0.16
Peijnenburg Ontbijtkoek Original Ongesneden 475g,8710397311550,Bakkerij,Crackers & beschuit,1.79,1.64,0.15
Peijnenburg Ontbijtkoek Volkoren Gesneden 485g (Netherlands),8710397181665,Bakkerij,Crackers & beschuit,2.09,1.92,0.17
Peijnenburg Ontbijtkoek Zero Gesneden 485g (Netherlands),8710397131530,Bakkerij,Crackers & beschuit,2.69,2.47,0.22
Peka Aardappelgratin 450 gram,8710624251734,Fruit & Groente,Gesneden groenten,2.49,2.28,0.21
Peka Aardappel Schijfjes 600g,8711118011070,Fruit & Groente,Gesneden groenten,0.99,0.91,0.08
Peka Aard Bistro Minikriel 450,8711118026074,Fruit & Groente,Gesneden groenten,2.49,2.28,0.21
Peka Bistro minikriel 450g,8711118026067,Fruit & Groente,Gesneden groenten,1.09,1.0,0.09
Peka Gratin 450g,8711118030125,Fruit & Groente,Gesneden groenten,2.49,2.28,0.21
Smint Peppermint Sugarfree 50 st 35g,8410031945683,Snoep & Chips,Kauwgom & Mints,1.49,1.37,0.12
Barilla Pesto Alla Genovese Sausmix 190g (Italië),8076809513746,"Olie, Sauzen & Specerijen",Sauzen,2.39,2.19,0.2
Peterselie 70g,8716668136808,Fruit & Groente,Verse Kruiden,1.89,1.73,0.16
Philadelphia Bieslook 185g,7622300316396,Kaas,Roomkaas,1.99,1.83,0.16
Philadelphia Roomkaas Knoflook & Fijne Kruiden 185g,7622210579270,Kaas,Roomkaas,1.99,1.83,0.16
Philadelphia Roomkaas Light 200g,5410068237501,Kaas,Roomkaas,1.99,1.83,0.16
Philadelphia Roomkaas Original 200g,5410068237303,Kaas,Roomkaas,1.99,1.83,0.16
Pickwick Bosvruchten 20 st 30g,8711000278468,"Koffie, Thee & Cacao",Thee,1.49,1.37,0.12
Pickwick Ceylon 20 st 40g,8711000008072,"Koffie, Thee & Cacao",Thee,1.29,1.18,0.11
Pickwick Citroen 20 st 40g,8711000278666,"Koffie, Thee & Cacao",Thee,1.79,1.64,0.15
Pickwick Earl Grey 20 st 80g,8711000008119,"Koffie, Thee & Cacao",Thee,1.49,1.37,0.12
Pickwick English Blend 20 st 40g,8711000008102,"Koffie, Thee & Cacao",Thee,1.29,1.18,0.11
Pickwick Groene Thee Pure 20 st 40g,8711000294215,"Koffie, Thee & Cacao",Thee,1.99,1.83,0.16
Pickwick Herb Detox 20 st 30g,8711000431689,"Koffie, Thee & Cacao",Thee,1.99,1.83,0.16
"Pickwick Joy Earl Grey 15 st 26,25g",8711000483312,"Koffie, Thee & Cacao",Thee,2.79,2.56,0.23
Pickwick Karamel Peer 20 st 40g,8711000287941,"Koffie, Thee & Cacao",Thee,1.99,1.83,0.16
Pickwick Minty Marocco 20 st 40g,8711000236352,"Koffie, Thee & Cacao",Thee,1.99,1.83,0.16
Pickwick Rooibos Honing 20 st 40g,8711000018866,"Koffie, Thee & Cacao",Thee,1.99,1.83,0.16
Pickwick Rooibos Original 40 st 60g,8711000264607,"Koffie, Thee & Cacao",Thee,2.69,2.47,0.22
Pickwick Sterremunt 20 st 40g,8711000018705,"Koffie, Thee & Cacao",Thee,1.99,1.83,0.16
MISTER KITCHEN Pindakaas Kokos & Esdoorn 300g,8717662265174,Ontbijt,Zoet broodbeleg,2.99,2.74,0.25
Calve Pindakaas Light 350g,8711200429004,Ontbijt,Zoet broodbeleg,3.39,3.11,0.28
Calve Pindakaas met Stukjes Pinda 650g,3081105,Ontbijt,Zoet broodbeleg,4.49,4.12,0.37
MISTER KITCHEN Pindakaas Zeezout & Karamel 300g,8717662265112,Ontbijt,Zoet broodbeleg,2.99,2.74,0.25
Calve Pindasaus Kant en Klaar 500g (Netherlands),8712100502224,"Olie, Sauzen & Specerijen",Snacksauzen,3.79,3.48,0.31
Calve Pindasaus Mild 350g (Netherlands),8711200137305,"Olie, Sauzen & Specerijen",Snacksauzen,2.69,2.47,0.22
Pink Lady Appel 1st,,Fruit & Groente,Vers fruit,4.89,4.49,0.4
Appels Pink Lady 4st,3700476611447,Fruit & Groente,Vers fruit,3.29,3.02,0.27
Barilla Pipe Rigata 500g (Italië),8076802085912,"Pasta, Rijst & Granen",Pasta,1.49,1.37,0.12
Pita Original Pitabroodje 6 st 400g (Netherlands),8714535110050,Bakkerij,Afbakbroodjes,0.99,0.91,0.08
Dr. Oetker Pizza Speciale 415g,4001724015512,Maaltijden en Gemak,Diepvries Pizza,3.29,3.02,0.27
Van Gilse Poedersuiker 250g,8710437004626,Bakken,Bak- & Kookingrediënten,0.89,0.82,0.07
Koopmans Poffertjes Mix 400g,8710466304421,Bakken,Bakmixen,1.79,1.64,0.15
Port Salut 50+ 185g,3073780865661,Kaas,Harde kaas & Geraspte kaas,2.89,2.65,0.24
Calve Pindakaas 650g,3081106,Ontbijt,Zoet broodbeleg,4.19,3.84,0.35
"Power Up 0,25L",4333465992761,Drankjes,Frisdranken,0.69,0.63,0.06
Prei 1st,8715459222263,Fruit & Groente,Verse Groenten,0.59,0.54,0.05
Prei Fijn 500gr,8711606302598,Fruit & Groente,Gesneden groenten,1.49,1.37,0.12
President Crème de Camembert 125g,3228021000145,Kaas,Roomkaas,1.99,1.83,0.16
President le Brie 200g,3228020232028,Kaas,Borrelkaas,2.29,2.1,0.19
Président Petits Chèvres Frais 12 Stuks 200g,3228024910113,Kaas,Zachte kaas,3.49,3.2,0.29
Pringles Ham & Cheese 165g,5053990128488,Snoep & Chips,Chips,1.99,1.83,0.16
Pringles Originals 165g,5053990127726,Snoep & Chips,Chips,1.99,1.83,0.16
Pringles Paprika 165g,5053990127672,Snoep & Chips,Chips,1.99,1.83,0.16
Pringles Rice Fusion BBQ Teriyaki 160g,5053990149452,Snoep & Chips,Chips,2.19,2.01,0.18
Pringles Sour Cream & Onion 165g,5053990127740,Snoep & Chips,Chips,2.09,1.92,0.17
